date,strategy,family,method,n_selected_factors,mp_lower_edge,mp_upper_edge,top_eigenvalue,avg_abs_zscore,n_active_positions
2022-09-19,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.387565753981065,1.1515110434734757,24
2022-09-19,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.387565753981065,1.0372032976126686,24
2022-09-19,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.387565753981065,1.0372032976126686,24
2022-09-20,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.8718938666943202,24
2022-09-20,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.400606856538325,0.596266668915492,24
2022-09-20,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.400606856538325,0.596266668915492,24
2022-09-20,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.400606856538325,0.8254938543725877,24
2022-09-20,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.400606856538325,0.8254938543725877,24
2022-09-21,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.8176935300099322,24
2022-09-21,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.062154357283944,1.2400378408907393,24
2022-09-21,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.062154357283944,1.2400378408907393,24
2022-09-21,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.062154357283944,0.7561364811020891,24
2022-09-21,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.062154357283944,0.7561364811020891,24
2022-09-22,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.6760215492171687,24
2022-09-22,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,16.869774805211193,0.564172908594126,24
2022-09-22,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,16.869774805211193,0.564172908594126,24
2022-09-22,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,16.869774805211193,0.8426770436488251,24
2022-09-22,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,16.869774805211193,0.8426770436488251,24
2022-09-23,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,1.0137388664981832,24
2022-09-23,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,16.92555143108651,1.1720591687116702,24
2022-09-23,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,16.92555143108651,1.1720591687116702,24
