date,ticker,sector,close,volume,benchmark_close
2024-03-20,GS,financials,396.47,2157408.0,520.48
2024-03-20,HD,consumer,384.41,2750405.0,520.48
2024-03-20,HON,industrials,190.7,2714424.0,520.48
2024-03-20,JNJ,healthcare,155.76,5982304.0,520.48
2024-03-20,JPM,financials,196.33,9367043.0,520.48
2024-03-20,MCD,consumer,284.45,2867302.0,520.48
2024-03-20,META,communication_services,505.52,11711100.0,520.48
2024-03-20,MRK,healthcare,123.85,9793420.0,520.48
2024-03-20,MSFT,technology,425.23,17860090.0,520.48
2024-03-20,NFLX,communication_services,62.769,26395090.0,520.48
2024-03-20,ORCL,technology,129.24,8373330.0,520.48
2024-03-20,PFE,healthcare,27.7,34467960.0,520.48
2024-03-20,UNP,industrials,246.31,2564836.0,520.48
2024-03-20,UPS,industrials,154.76,2862290.0,520.48
2024-03-20,WMT,consumer,61.25,12007590.0,520.48
2024-03-21,AAPL,technology,171.37,106181300.0,522.2
2024-03-21,ABBV,healthcare,177.5,5743564.0,522.2
2024-03-21,BAC,financials,37.51,43219490.0,522.2
2024-03-21,BLK,financials,842.06,643470.0,522.2
2024-03-21,CAT,industrials,364.56,2616273.0,522.2
2024-03-21,COST,consumer,742.56,2106857.0,522.2
2024-03-21,CSCO,technology,49.88,26102850.0,522.2
2024-03-21,DIS,communication_services,116.7,10353550.0,522.2
2024-03-21,GOOGL,communication_services,147.6,24755600.0,522.2
2024-03-21,GS,financials,413.71,4613791.0,522.2
2024-03-21,HD,consumer,395.2,4212248.0,522.2
2024-03-21,HON,industrials,190.8896,2811767.0,522.2
2024-03-21,JNJ,healthcare,155.75,5915777.0,522.2
2024-03-21,JPM,financials,199.06,11203800.0,522.2
2024-03-21,MCD,consumer,283.53,3653332.0,522.2
2024-03-21,META,communication_services,507.76,9712549.0,522.2
2024-03-21,MRK,healthcare,123.62,8156305.0,522.2
2024-03-21,MSFT,technology,429.37,21296220.0,522.2
2024-03-21,NFLX,communication_services,62.271,25076710.0,522.2
2024-03-21,ORCL,technology,129.01,17842360.0,522.2
2024-03-21,PFE,healthcare,27.66,29633710.0,522.2
2024-03-21,UNP,industrials,248.11,3215458.0,522.2
2024-03-21,UPS,industrials,155.32,4036405.0,522.2
2024-03-21,WMT,consumer,61.45,14265870.0,522.2
2024-03-22,AAPL,technology,172.28,71160140.0,521.21
2024-03-22,ABBV,healthcare,178.45,4084352.0,521.21
2024-03-22,BAC,financials,37.05,29001050.0,521.21
2024-03-22,BLK,financials,824.83,615249.0,521.21
2024-03-22,CAT,industrials,358.11,2051989.0,521.21
2024-03-22,COST,consumer,734.8,1794078.0,521.21
2024-03-22,CSCO,technology,49.78,15022860.0,521.21
2024-03-22,DIS,communication_services,115.87,7144785.0,521.21
2024-03-22,GOOGL,communication_services,150.77,29211770.0,521.21
2024-03-22,GS,financials,406.82,2190278.0,521.21
2024-03-22,HD,consumer,390.28,2911046.0,521.21
2024-03-22,HON,industrials,190.2735,2061324.0,521.21
2024-03-22,JNJ,healthcare,155.23,7248622.0,521.21
2024-03-22,JPM,financials,196.62,8108840.0,521.21
2024-03-22,MCD,consumer,282.63,2556320.0,521.21
2024-03-22,META,communication_services,509.58,8120593.0,521.21
2024-03-22,MRK,healthcare,123.85,7022502.0,521.21
